IdNotaFiscal: 2, TESTE-P2            TESTE-P3            TESTE-P4            ,TESTE-P2            , TESTE-P3            , TESTE-P4            
IdNotaFiscal: 23, 994756/1            8780283484465002,994756/1            , 87802834, 84465002
IdNotaFiscal: 23, 994756/1            8780283484435858,994756/1            , 87802834, 84435858
IdNotaFiscal: 23, 994756/1            8780283484283691,994756/1            , 87802834, 84283691
IdNotaFiscal: 23, 994756/1            8731769587037972,994756/1            , 87317695, 87037972
IdNotaFiscal: 23, 994756/1            8731769586545652,994756/1            , 87317695, 86545652
IdNotaFiscal: 23, 994756/1            8731769584999763,994756/1            , 87317695, 84999763
IdNotaFiscal: 23, 994756/1            8731769584999531,994756/1            , 87317695, 84999531
IdNotaFiscal: 23, 994756/1            8731769584981149,994756/1            , 87317695, 84981149
IdNotaFiscal: 23, 994756/1            8731769584465082,994756/1            , 87317695, 84465082
IdNotaFiscal: 23, 994756/1            8731769584465002,994756/1            , 87317695, 84465002
IdNotaFiscal: 23, 994756/1            8731769584435858,994756/1            , 87317695, 84435858
IdNotaFiscal: 23, 994756/1            8731769584283691,994756/1            , 87317695, 84283691
IdNotaFiscal: 23, 994756/1            8703797286545652,994756/1            , 87037972, 86545652
IdNotaFiscal: 23, 994756/1            8703797284999763,994756/1            , 87037972, 84999763
IdNotaFiscal: 23, 994756/1            8703797284999531,994756/1            , 87037972, 84999531
IdNotaFiscal: 23, 994756/1            8703797284981149,994756/1            , 87037972, 84981149
IdNotaFiscal: 23, 994756/1            8703797284465082,994756/1            , 87037972, 84465082
IdNotaFiscal: 23, 994756/1            8703797284465002,994756/1            , 87037972, 84465002
IdNotaFiscal: 23, 994756/1            8703797284435858,994756/1            , 87037972, 84435858
IdNotaFiscal: 23, 994756/1            8703797284283691,994756/1            , 87037972, 84283691
IdNotaFiscal: 23, 994756/1            8654565284999763,994756/1            , 86545652, 84999763
IdNotaFiscal: 23, 994756/1            8654565284999531,994756/1            , 86545652, 84999531
IdNotaFiscal: 23, 994756/1            8654565284981149,994756/1            , 86545652, 84981149
IdNotaFiscal: 23, 994756/1            8654565284465082,994756/1            , 86545652, 84465082
IdNotaFiscal: 23, 994756/1            8654565284465002,994756/1            , 86545652, 84465002
IdNotaFiscal: 23, 994756/1            8654565284435858,994756/1            , 86545652, 84435858
IdNotaFiscal: 23, 994756/1            8654565284283691,994756/1            , 86545652, 84283691
IdNotaFiscal: 23, 994756/1            8499976384999531,994756/1            , 84999763, 84999531
IdNotaFiscal: 23, 994756/1            8499976384981149,994756/1            , 84999763, 84981149
IdNotaFiscal: 23, 994756/1            8499976384465082,994756/1            , 84999763, 84465082
IdNotaFiscal: 23, 994756/1            8499976384465002,994756/1            , 84999763, 84465002
IdNotaFiscal: 23, 994756/1            8499976384435858,994756/1            , 84999763, 84435858
IdNotaFiscal: 23, 994756/1            8499976384283691,994756/1            , 84999763, 84283691
IdNotaFiscal: 23, 994756/1            8499953184981149,994756/1            , 84999531, 84981149
IdNotaFiscal: 23, 994756/1            8499953184465082,994756/1            , 84999531, 84465082
IdNotaFiscal: 23, 994756/1            8499953184465002,994756/1            , 84999531, 84465002
IdNotaFiscal: 23, 994756/1            8499953184435858,994756/1            , 84999531, 84435858
IdNotaFiscal: 23, 994756/1            8499953184283691,994756/1            , 84999531, 84283691
IdNotaFiscal: 23, 994756/1            8498114984465082,994756/1            , 84981149, 84465082
IdNotaFiscal: 23, 994756/1            8498114984465002,994756/1            , 84981149, 84465002
IdNotaFiscal: 23, 994756/1            8498114984435858,994756/1            , 84981149, 84435858
IdNotaFiscal: 23, 994756/1            8498114984283691,994756/1            , 84981149, 84283691
IdNotaFiscal: 23, 994756/1            8446508284465002,994756/1            , 84465082, 84465002
IdNotaFiscal: 23, 994756/1            8446508284435858,994756/1            , 84465082, 84435858
IdNotaFiscal: 23, 994756/1            8446508284283691,994756/1            , 84465082, 84283691
IdNotaFiscal: 23, 994756/1            8446500284435858,994756/1            , 84465002, 84435858
IdNotaFiscal: 23, 994756/1            8446500284283691,994756/1            , 84465002, 84283691
IdNotaFiscal: 23, 994756/1            8443585884283691,994756/1            , 84435858, 84283691
IdNotaFiscal: 23, 985014998353509514532,9850149, 9835350, 9514532
IdNotaFiscal: 23, 985014998353509513759,9850149, 9835350, 9513759
IdNotaFiscal: 23, 9850149983535089850149,9850149, 9835350, 89850149
IdNotaFiscal: 23, 9850149983535088711400,9850149, 9835350, 88711400
IdNotaFiscal: 23, 9850149983535087802834,9850149, 9835350, 87802834
IdNotaFiscal: 23, 9850149983535087317695,9850149, 9835350, 87317695
IdNotaFiscal: 23, 9850149983535087037972,9850149, 9835350, 87037972
IdNotaFiscal: 23, 9850149983535086545652,9850149, 9835350, 86545652
IdNotaFiscal: 23, 9850149983535084999763,9850149, 9835350, 84999763
IdNotaFiscal: 23, 9850149983535084999531,9850149, 9835350, 84999531
IdNotaFiscal: 23, 9850149983535084981149,9850149, 9835350, 84981149
IdNotaFiscal: 23, 9850149983535084465082,9850149, 9835350, 84465082
IdNotaFiscal: 23, 9850149983535084465002,9850149, 9835350, 84465002
IdNotaFiscal: 23, 9850149983535084435858,9850149, 9835350, 84435858
IdNotaFiscal: 23, 9850149983535084283691,9850149, 9835350, 84283691
IdNotaFiscal: 23, 985014995145329513759,9850149, 9514532, 9513759
IdNotaFiscal: 23, 9850149951453289850149,9850149, 9514532, 89850149
IdNotaFiscal: 23, 9850149951453288711400,9850149, 9514532, 88711400
IdNotaFiscal: 23, 9850149951453287802834,9850149, 9514532, 87802834
IdNotaFiscal: 23, 9850149951453287317695,9850149, 9514532, 87317695
IdNotaFiscal: 23, 9850149951453287037972,9850149, 9514532, 87037972
IdNotaFiscal: 23, 9850149951453286545652,9850149, 9514532, 86545652
IdNotaFiscal: 23, 9850149951453284999763,9850149, 9514532, 84999763
IdNotaFiscal: 23, 9850149951453284999531,9850149, 9514532, 84999531
IdNotaFiscal: 23, 9850149951453284981149,9850149, 9514532, 84981149
IdNotaFiscal: 23, 9850149951453284465082,9850149, 9514532, 84465082
IdNotaFiscal: 23, 9850149951453284465002,9850149, 9514532, 84465002
IdNotaFiscal: 23, 9850149951453284435858,9850149, 9514532, 84435858
IdNotaFiscal: 23, 9850149951453284283691,9850149, 9514532, 84283691
IdNotaFiscal: 23, 9850149951375989850149,9850149, 9513759, 89850149
IdNotaFiscal: 23, 9850149951375988711400,9850149, 9513759, 88711400
IdNotaFiscal: 23, 9850149951375987802834,9850149, 9513759, 87802834
IdNotaFiscal: 23, 9850149951375987317695,9850149, 9513759, 87317695
IdNotaFiscal: 23, 9850149951375987037972,9850149, 9513759, 87037972
IdNotaFiscal: 23, 9850149951375986545652,9850149, 9513759, 86545652
IdNotaFiscal: 23, 9850149951375984999763,9850149, 9513759, 84999763
IdNotaFiscal: 23, 9850149951375984999531,9850149, 9513759, 84999531
IdNotaFiscal: 23, 9850149951375984981149,9850149, 9513759, 84981149
IdNotaFiscal: 23, 9850149951375984465082,9850149, 9513759, 84465082
IdNotaFiscal: 23, 9850149951375984465002,9850149, 9513759, 84465002
IdNotaFiscal: 23, 9850149951375984435858,9850149, 9513759, 84435858
IdNotaFiscal: 23, 9850149951375984283691,9850149, 9513759, 84283691
IdNotaFiscal: 23, 98501498985014988711400,9850149, 89850149, 88711400
IdNotaFiscal: 23, 98501498985014987802834,9850149, 89850149, 87802834
IdNotaFiscal: 23, 98501498985014987317695,9850149, 89850149, 87317695
IdNotaFiscal: 23, 98501498985014987037972,9850149, 89850149, 87037972
IdNotaFiscal: 23, 98501498985014986545652,9850149, 89850149, 86545652
IdNotaFiscal: 23, 98501498985014984999763,9850149, 89850149, 84999763
IdNotaFiscal: 23, 98501498985014984999531,9850149, 89850149, 84999531
IdNotaFiscal: 23, 98501498985014984981149,9850149, 89850149, 84981149
IdNotaFiscal: 23, 98501498985014984465082,9850149, 89850149, 84465082
IdNotaFiscal: 23, 98501498985014984465002,9850149, 89850149, 84465002
IdNotaFiscal: 23, 98501498985014984435858,9850149, 89850149, 84435858
IdNotaFiscal: 23, 98501498985014984283691,9850149, 89850149, 84283691
IdNotaFiscal: 23, 98501498871140087802834,9850149, 88711400, 87802834
IdNotaFiscal: 23, 98501498871140087317695,9850149, 88711400, 87317695
IdNotaFiscal: 23, 98501498871140087037972,9850149, 88711400, 87037972
IdNotaFiscal: 23, 98501498871140086545652,9850149, 88711400, 86545652
IdNotaFiscal: 23, 98501498871140084999763,9850149, 88711400, 84999763
IdNotaFiscal: 23, 98501498871140084999531,9850149, 88711400, 84999531
IdNotaFiscal: 23, 98501498871140084981149,9850149, 88711400, 84981149
IdNotaFiscal: 23, 98501498871140084465082,9850149, 88711400, 84465082
IdNotaFiscal: 23, 98501498871140084465002,9850149, 88711400, 84465002
IdNotaFiscal: 23, 98501498871140084435858,9850149, 88711400, 84435858
IdNotaFiscal: 23, 98501498871140084283691,9850149, 88711400, 84283691
IdNotaFiscal: 23, 98501498780283487317695,9850149, 87802834, 87317695
IdNotaFiscal: 23, 98501498780283487037972,9850149, 87802834, 87037972
IdNotaFiscal: 23, 98501498780283486545652,9850149, 87802834, 86545652
IdNotaFiscal: 23, 98501498780283484999763,9850149, 87802834, 84999763
IdNotaFiscal: 23, 98501498780283484999531,9850149, 87802834, 84999531
IdNotaFiscal: 23, 98501498780283484981149,9850149, 87802834, 84981149
IdNotaFiscal: 23, 98501498780283484465082,9850149, 87802834, 84465082
IdNotaFiscal: 23, 98501498780283484465002,9850149, 87802834, 84465002
IdNotaFiscal: 23, 98501498780283484435858,9850149, 87802834, 84435858
IdNotaFiscal: 23, 98501498780283484283691,9850149, 87802834, 84283691
IdNotaFiscal: 23, 98501498731769587037972,9850149, 87317695, 87037972
IdNotaFiscal: 23, 98501498731769586545652,9850149, 87317695, 86545652
IdNotaFiscal: 23, 98501498731769584999763,9850149, 87317695, 84999763
IdNotaFiscal: 23, 98501498731769584999531,9850149, 87317695, 84999531
IdNotaFiscal: 23, 98501498731769584981149,9850149, 87317695, 84981149
IdNotaFiscal: 23, 98501498731769584465082,9850149, 87317695, 84465082
IdNotaFiscal: 23, 98501498731769584465002,9850149, 87317695, 84465002
IdNotaFiscal: 23, 98501498731769584435858,9850149, 87317695, 84435858
IdNotaFiscal: 23, 98501498731769584283691,9850149, 87317695, 84283691
IdNotaFiscal: 23, 98501498703797286545652,9850149, 87037972, 86545652
IdNotaFiscal: 23, 98501498703797284999763,9850149, 87037972, 84999763
IdNotaFiscal: 23, 98501498703797284999531,9850149, 87037972, 84999531
IdNotaFiscal: 23, 98501498703797284981149,9850149, 87037972, 84981149
IdNotaFiscal: 23, 98501498703797284465082,9850149, 87037972, 84465082
IdNotaFiscal: 23, 98501498703797284465002,9850149, 87037972, 84465002
IdNotaFiscal: 23, 98501498703797284435858,9850149, 87037972, 84435858
IdNotaFiscal: 23, 98501498703797284283691,9850149, 87037972, 84283691
IdNotaFiscal: 23, 98501498654565284999763,9850149, 86545652, 84999763
IdNotaFiscal: 23, 98501498654565284999531,9850149, 86545652, 84999531
IdNotaFiscal: 23, 98501498654565284981149,9850149, 86545652, 84981149
IdNotaFiscal: 23, 98501498654565284465082,9850149, 86545652, 84465082
IdNotaFiscal: 23, 98501498654565284465002,9850149, 86545652, 84465002
IdNotaFiscal: 23, 98501498654565284435858,9850149, 86545652, 84435858
IdNotaFiscal: 23, 98501498654565284283691,9850149, 86545652, 84283691
IdNotaFiscal: 23, 98501498499976384999531,9850149, 84999763, 84999531
IdNotaFiscal: 23, 98501498499976384981149,9850149, 84999763, 84981149
IdNotaFiscal: 23, 98501498499976384465082,9850149, 84999763, 84465082
IdNotaFiscal: 23, 98501498499976384465002,9850149, 84999763, 84465002
IdNotaFiscal: 23, 98501498499976384435858,9850149, 84999763, 84435858
IdNotaFiscal: 23, 98501498499976384283691,9850149, 84999763, 84283691
IdNotaFiscal: 23, 98501498499953184981149,9850149, 84999531, 84981149
IdNotaFiscal: 23, 98501498499953184465082,9850149, 84999531, 84465082
IdNotaFiscal: 23, 98501498499953184465002,9850149, 84999531, 84465002
IdNotaFiscal: 23, 98501498499953184435858,9850149, 84999531, 84435858
IdNotaFiscal: 23, 98501498499953184283691,9850149, 84999531, 84283691
IdNotaFiscal: 23, 98501498498114984465082,9850149, 84981149, 84465082
IdNotaFiscal: 23, 98501498498114984465002,9850149, 84981149, 84465002
IdNotaFiscal: 23, 98501498498114984435858,9850149, 84981149, 84435858
IdNotaFiscal: 23, 98501498498114984283691,9850149, 84981149, 84283691
IdNotaFiscal: 23, 98501498446508284465002,9850149, 84465082, 84465002
IdNotaFiscal: 23, 98501498446508284435858,9850149, 84465082, 84435858
IdNotaFiscal: 23, 98501498446508284283691,9850149, 84465082, 84283691
IdNotaFiscal: 23, 98501498446500284435858,9850149, 84465002, 84435858
IdNotaFiscal: 23, 98501498446500284283691,9850149, 84465002, 84283691
IdNotaFiscal: 23, 98501498443585884283691,9850149, 84435858, 84283691
IdNotaFiscal: 23, 983535095145329513759,9835350, 9514532, 9513759
IdNotaFiscal: 23, 9835350951453289850149,9835350, 9514532, 89850149
IdNotaFiscal: 23, 9835350951453288711400,9835350, 9514532, 88711400
IdNotaFiscal: 23, 9835350951453287802834,9835350, 9514532, 87802834
IdNotaFiscal: 23, 9835350951453287317695,9835350, 9514532, 87317695
IdNotaFiscal: 23, 9835350951453287037972,9835350, 9514532, 87037972
IdNotaFiscal: 23, 9835350951453286545652,9835350, 9514532, 86545652
IdNotaFiscal: 23, 9835350951453284999763,9835350, 9514532, 84999763
IdNotaFiscal: 23, 9835350951453284999531,9835350, 9514532, 84999531
IdNotaFiscal: 23, 9835350951453284981149,9835350, 9514532, 84981149
IdNotaFiscal: 23, 9835350951453284465082,9835350, 9514532, 84465082
IdNotaFiscal: 23, 9835350951453284465002,9835350, 9514532, 84465002
IdNotaFiscal: 23, 9835350951453284435858,9835350, 9514532, 84435858
IdNotaFiscal: 23, 9835350951453284283691,9835350, 9514532, 84283691
IdNotaFiscal: 23, 9835350951375989850149,9835350, 9513759, 89850149
IdNotaFiscal: 23, 9835350951375988711400,9835350, 9513759, 88711400
IdNotaFiscal: 23, 9835350951375987802834,9835350, 9513759, 87802834
IdNotaFiscal: 23, 9835350951375987317695,9835350, 9513759, 87317695
IdNotaFiscal: 23, 9835350951375987037972,9835350, 9513759, 87037972
IdNotaFiscal: 23, 9835350951375986545652,9835350, 9513759, 86545652
IdNotaFiscal: 23, 9835350951375984999763,9835350, 9513759, 84999763
IdNotaFiscal: 23, 9835350951375984999531,9835350, 9513759, 84999531
IdNotaFiscal: 23, 9835350951375984981149,9835350, 9513759, 84981149
IdNotaFiscal: 23, 9835350951375984465082,9835350, 9513759, 84465082
IdNotaFiscal: 23, 9835350951375984465002,9835350, 9513759, 84465002
IdNotaFiscal: 23, 9835350951375984435858,9835350, 9513759, 84435858
IdNotaFiscal: 23, 9835350951375984283691,9835350, 9513759, 84283691
IdNotaFiscal: 23, 98353508985014988711400,9835350, 89850149, 88711400
IdNotaFiscal: 23, 98353508985014987802834,9835350, 89850149, 87802834
IdNotaFiscal: 23, 98353508985014987317695,9835350, 89850149, 87317695
IdNotaFiscal: 23, 98353508985014987037972,9835350, 89850149, 87037972
IdNotaFiscal: 23, 98353508985014986545652,9835350, 89850149, 86545652
IdNotaFiscal: 23, 98353508985014984999763,9835350, 89850149, 84999763
IdNotaFiscal: 23, 98353508985014984999531,9835350, 89850149, 84999531
IdNotaFiscal: 23, 98353508985014984981149,9835350, 89850149, 84981149
IdNotaFiscal: 23, 98353508985014984465082,9835350, 89850149, 84465082
IdNotaFiscal: 23, 98353508985014984465002,9835350, 89850149, 84465002
IdNotaFiscal: 23, 98353508985014984435858,9835350, 89850149, 84435858
IdNotaFiscal: 23, 98353508985014984283691,9835350, 89850149, 84283691
IdNotaFiscal: 23, 98353508871140087802834,9835350, 88711400, 87802834
IdNotaFiscal: 23, 98353508871140087317695,9835350, 88711400, 87317695
IdNotaFiscal: 23, 98353508871140087037972,9835350, 88711400, 87037972
IdNotaFiscal: 23, 98353508871140086545652,9835350, 88711400, 86545652
IdNotaFiscal: 23, 98353508871140084999763,9835350, 88711400, 84999763
IdNotaFiscal: 23, 98353508871140084999531,9835350, 88711400, 84999531
IdNotaFiscal: 23, 98353508871140084981149,9835350, 88711400, 84981149
IdNotaFiscal: 23, 98353508871140084465082,9835350, 88711400, 84465082
IdNotaFiscal: 23, 98353508871140084465002,9835350, 88711400, 84465002
IdNotaFiscal: 23, 98353508871140084435858,9835350, 88711400, 84435858
IdNotaFiscal: 23, 98353508871140084283691,9835350, 88711400, 84283691
IdNotaFiscal: 23, 98353508780283487317695,9835350, 87802834, 87317695
IdNotaFiscal: 23, 98353508780283487037972,9835350, 87802834, 87037972
IdNotaFiscal: 23, 98353508780283486545652,9835350, 87802834, 86545652
IdNotaFiscal: 23, 98353508780283484999763,9835350, 87802834, 84999763
IdNotaFiscal: 23, 98353508780283484999531,9835350, 87802834, 84999531
IdNotaFiscal: 23, 98353508780283484981149,9835350, 87802834, 84981149
IdNotaFiscal: 23, 98353508780283484465082,9835350, 87802834, 84465082
IdNotaFiscal: 23, 98353508780283484465002,9835350, 87802834, 84465002
IdNotaFiscal: 23, 98353508780283484435858,9835350, 87802834, 84435858
IdNotaFiscal: 23, 98353508780283484283691,9835350, 87802834, 84283691
IdNotaFiscal: 23, 98353508731769587037972,9835350, 87317695, 87037972
IdNotaFiscal: 23, 98353508731769586545652,9835350, 87317695, 86545652
IdNotaFiscal: 23, 98353508731769584999763,9835350, 87317695, 84999763
IdNotaFiscal: 23, 98353508731769584999531,9835350, 87317695, 84999531
IdNotaFiscal: 23, 98353508731769584981149,9835350, 87317695, 84981149
IdNotaFiscal: 23, 98353508731769584465082,9835350, 87317695, 84465082
IdNotaFiscal: 23, 98353508731769584465002,9835350, 87317695, 84465002
IdNotaFiscal: 23, 98353508731769584435858,9835350, 87317695, 84435858
IdNotaFiscal: 23, 98353508731769584283691,9835350, 87317695, 84283691
IdNotaFiscal: 23, 98353508703797286545652,9835350, 87037972, 86545652
IdNotaFiscal: 23, 98353508703797284999763,9835350, 87037972, 84999763
IdNotaFiscal: 23, 98353508703797284999531,9835350, 87037972, 84999531
IdNotaFiscal: 23, 98353508703797284981149,9835350, 87037972, 84981149
IdNotaFiscal: 23, 98353508703797284465082,9835350, 87037972, 84465082
IdNotaFiscal: 23, 98353508703797284465002,9835350, 87037972, 84465002
IdNotaFiscal: 23, 98353508703797284435858,9835350, 87037972, 84435858
IdNotaFiscal: 23, 98353508703797284283691,9835350, 87037972, 84283691
IdNotaFiscal: 23, 98353508654565284999763,9835350, 86545652, 84999763
IdNotaFiscal: 23, 98353508654565284999531,9835350, 86545652, 84999531
IdNotaFiscal: 23, 98353508654565284981149,9835350, 86545652, 84981149
IdNotaFiscal: 23, 98353508654565284465082,9835350, 86545652, 84465082
IdNotaFiscal: 23, 98353508654565284465002,9835350, 86545652, 84465002
IdNotaFiscal: 23, 98353508654565284435858,9835350, 86545652, 84435858
IdNotaFiscal: 23, 98353508654565284283691,9835350, 86545652, 84283691
IdNotaFiscal: 23, 98353508499976384999531,9835350, 84999763, 84999531
IdNotaFiscal: 23, 98353508499976384981149,9835350, 84999763, 84981149
IdNotaFiscal: 23, 98353508499976384465082,9835350, 84999763, 84465082
IdNotaFiscal: 23, 98353508499976384465002,9835350, 84999763, 84465002
IdNotaFiscal: 23, 98353508499976384435858,9835350, 84999763, 84435858
IdNotaFiscal: 23, 98353508499976384283691,9835350, 84999763, 84283691
IdNotaFiscal: 23, 98353508499953184981149,9835350, 84999531, 84981149
IdNotaFiscal: 23, 98353508499953184465082,9835350, 84999531, 84465082
IdNotaFiscal: 23, 98353508499953184465002,9835350, 84999531, 84465002
IdNotaFiscal: 23, 98353508499953184435858,9835350, 84999531, 84435858
IdNotaFiscal: 23, 98353508499953184283691,9835350, 84999531, 84283691
IdNotaFiscal: 23, 98353508498114984465082,9835350, 84981149, 84465082
IdNotaFiscal: 23, 98353508498114984465002,9835350, 84981149, 84465002
IdNotaFiscal: 23, 98353508498114984435858,9835350, 84981149, 84435858
IdNotaFiscal: 23, 98353508498114984283691,9835350, 84981149, 84283691
IdNotaFiscal: 23, 98353508446508284465002,9835350, 84465082, 84465002
IdNotaFiscal: 23, 98353508446508284435858,9835350, 84465082, 84435858
IdNotaFiscal: 23, 98353508446508284283691,9835350, 84465082, 84283691
IdNotaFiscal: 23, 98353508446500284435858,9835350, 84465002, 84435858
IdNotaFiscal: 23, 98353508446500284283691,9835350, 84465002, 84283691
IdNotaFiscal: 23, 98353508443585884283691,9835350, 84435858, 84283691
IdNotaFiscal: 23, 9514532951375989850149,9514532, 9513759, 89850149
IdNotaFiscal: 23, 9514532951375988711400,9514532, 9513759, 88711400
IdNotaFiscal: 23, 9514532951375987802834,9514532, 9513759, 87802834
IdNotaFiscal: 23, 9514532951375987317695,9514532, 9513759, 87317695
IdNotaFiscal: 23, 9514532951375987037972,9514532, 9513759, 87037972
IdNotaFiscal: 23, 9514532951375986545652,9514532, 9513759, 86545652
IdNotaFiscal: 23, 9514532951375984999763,9514532, 9513759, 84999763
IdNotaFiscal: 23, 9514532951375984999531,9514532, 9513759, 84999531
IdNotaFiscal: 23, 9514532951375984981149,9514532, 9513759, 84981149
IdNotaFiscal: 23, 9514532951375984465082,9514532, 9513759, 84465082
IdNotaFiscal: 23, 9514532951375984465002,9514532, 9513759, 84465002
IdNotaFiscal: 23, 9514532951375984435858,9514532, 9513759, 84435858
IdNotaFiscal: 23, 9514532951375984283691,9514532, 9513759, 84283691
IdNotaFiscal: 23, 95145328985014988711400,9514532, 89850149, 88711400
IdNotaFiscal: 23, 95145328985014987802834,9514532, 89850149, 87802834
IdNotaFiscal: 23, 95145328985014987317695,9514532, 89850149, 87317695
IdNotaFiscal: 23, 95145328985014987037972,9514532, 89850149, 87037972
IdNotaFiscal: 23, 95145328985014986545652,9514532, 89850149, 86545652
IdNotaFiscal: 23, 95145328985014984999763,9514532, 89850149, 84999763
IdNotaFiscal: 23, 95145328985014984999531,9514532, 89850149, 84999531
IdNotaFiscal: 23, 95145328985014984981149,9514532, 89850149, 84981149
IdNotaFiscal: 23, 95145328985014984465082,9514532, 89850149, 84465082
IdNotaFiscal: 23, 95145328985014984465002,9514532, 89850149, 84465002
IdNotaFiscal: 23, 95145328985014984435858,9514532, 89850149, 84435858
IdNotaFiscal: 23, 95145328985014984283691,9514532, 89850149, 84283691
IdNotaFiscal: 23, 95145328871140087802834,9514532, 88711400, 87802834
IdNotaFiscal: 23, 95145328871140087317695,9514532, 88711400, 87317695
IdNotaFiscal: 23, 95145328871140087037972,9514532, 88711400, 87037972
IdNotaFiscal: 23, 95145328871140086545652,9514532, 88711400, 86545652
IdNotaFiscal: 23, 95145328871140084999763,9514532, 88711400, 84999763
IdNotaFiscal: 23, 95145328871140084999531,9514532, 88711400, 84999531
IdNotaFiscal: 23, 95145328871140084981149,9514532, 88711400, 84981149
IdNotaFiscal: 23, 95145328871140084465082,9514532, 88711400, 84465082
IdNotaFiscal: 23, 95145328871140084465002,9514532, 88711400, 84465002
IdNotaFiscal: 23, 95145328871140084435858,9514532, 88711400, 84435858
IdNotaFiscal: 23, 95145328871140084283691,9514532, 88711400, 84283691
IdNotaFiscal: 23, 95145328780283487317695,9514532, 87802834, 87317695
IdNotaFiscal: 23, 95145328780283487037972,9514532, 87802834, 87037972
IdNotaFiscal: 23, 95145328780283486545652,9514532, 87802834, 86545652
IdNotaFiscal: 23, 95145328780283484999763,9514532, 87802834, 84999763
IdNotaFiscal: 23, 95145328780283484999531,9514532, 87802834, 84999531
IdNotaFiscal: 23, 95145328780283484981149,9514532, 87802834, 84981149
IdNotaFiscal: 23, 95145328780283484465082,9514532, 87802834, 84465082
IdNotaFiscal: 23, 95145328780283484465002,9514532, 87802834, 84465002
IdNotaFiscal: 23, 95145328780283484435858,9514532, 87802834, 84435858
IdNotaFiscal: 23, 95145328780283484283691,9514532, 87802834, 84283691
IdNotaFiscal: 23, 95145328731769587037972,9514532, 87317695, 87037972
IdNotaFiscal: 23, 95145328731769586545652,9514532, 87317695, 86545652
IdNotaFiscal: 23, 95145328731769584999763,9514532, 87317695, 84999763
IdNotaFiscal: 23, 95145328731769584999531,9514532, 87317695, 84999531
IdNotaFiscal: 23, 95145328731769584981149,9514532, 87317695, 84981149
IdNotaFiscal: 23, 95145328731769584465082,9514532, 87317695, 84465082
IdNotaFiscal: 23, 95145328731769584465002,9514532, 87317695, 84465002
IdNotaFiscal: 23, 95145328731769584435858,9514532, 87317695, 84435858
IdNotaFiscal: 23, 95145328731769584283691,9514532, 87317695, 84283691
IdNotaFiscal: 23, 95145328703797286545652,9514532, 87037972, 86545652
IdNotaFiscal: 23, 95145328703797284999763,9514532, 87037972, 84999763
IdNotaFiscal: 23, 95145328703797284999531,9514532, 87037972, 84999531
IdNotaFiscal: 23, 95145328703797284981149,9514532, 87037972, 84981149
IdNotaFiscal: 23, 95145328703797284465082,9514532, 87037972, 84465082
IdNotaFiscal: 23, 95145328703797284465002,9514532, 87037972, 84465002
IdNotaFiscal: 23, 95145328703797284435858,9514532, 87037972, 84435858
IdNotaFiscal: 23, 95145328703797284283691,9514532, 87037972, 84283691
IdNotaFiscal: 23, 95145328654565284999763,9514532, 86545652, 84999763
IdNotaFiscal: 23, 95145328654565284999531,9514532, 86545652, 84999531
IdNotaFiscal: 23, 95145328654565284981149,9514532, 86545652, 84981149
IdNotaFiscal: 23, 95145328654565284465082,9514532, 86545652, 84465082
IdNotaFiscal: 23, 95145328654565284465002,9514532, 86545652, 84465002
IdNotaFiscal: 23, 95145328654565284435858,9514532, 86545652, 84435858
IdNotaFiscal: 23, 95145328654565284283691,9514532, 86545652, 84283691
IdNotaFiscal: 23, 95145328499976384999531,9514532, 84999763, 84999531
IdNotaFiscal: 23, 95145328499976384981149,9514532, 84999763, 84981149
IdNotaFiscal: 23, 95145328499976384465082,9514532, 84999763, 84465082
IdNotaFiscal: 23, 95145328499976384465002,9514532, 84999763, 84465002
IdNotaFiscal: 23, 95145328499976384435858,9514532, 84999763, 84435858
IdNotaFiscal: 23, 95145328499976384283691,9514532, 84999763, 84283691
IdNotaFiscal: 23, 95145328499953184981149,9514532, 84999531, 84981149
IdNotaFiscal: 23, 95145328499953184465082,9514532, 84999531, 84465082
IdNotaFiscal: 23, 95145328499953184465002,9514532, 84999531, 84465002
IdNotaFiscal: 23, 95145328499953184435858,9514532, 84999531, 84435858
IdNotaFiscal: 23, 95145328499953184283691,9514532, 84999531, 84283691
IdNotaFiscal: 23, 95145328498114984465082,9514532, 84981149, 84465082
IdNotaFiscal: 23, 95145328498114984465002,9514532, 84981149, 84465002
IdNotaFiscal: 23, 95145328498114984435858,9514532, 84981149, 84435858
IdNotaFiscal: 23, 95145328498114984283691,9514532, 84981149, 84283691
IdNotaFiscal: 23, 95145328446508284465002,9514532, 84465082, 84465002
IdNotaFiscal: 23, 95145328446508284435858,9514532, 84465082, 84435858
IdNotaFiscal: 23, 95145328446508284283691,9514532, 84465082, 84283691
IdNotaFiscal: 23, 95145328446500284435858,9514532, 84465002, 84435858
IdNotaFiscal: 23, 95145328446500284283691,9514532, 84465002, 84283691
IdNotaFiscal: 23, 95145328443585884283691,9514532, 84435858, 84283691
IdNotaFiscal: 23, 95137598985014988711400,9513759, 89850149, 88711400
IdNotaFiscal: 23, 95137598985014987802834,9513759, 89850149, 87802834
IdNotaFiscal: 23, 95137598985014987317695,9513759, 89850149, 87317695
IdNotaFiscal: 23, 95137598985014987037972,9513759, 89850149, 87037972
IdNotaFiscal: 23, 95137598985014986545652,9513759, 89850149, 86545652
IdNotaFiscal: 23, 95137598985014984999763,9513759, 89850149, 84999763
